president,congress,congress_start_year,congress_end_year,nominee,court_name,nomination_date,recess_appointment,outcome
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Sprizzo, John E. (1)",Southern District of New York,1980-06-02 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Sachs, Howard F.",Eighth Circuit,1980-07-30 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Gimenez-Munoz, Miguel A.",District of Puerto Rico,1980-07-31 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Arnold, S. Gerald",Eastern District of North Carolina,1980-08-26 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Lackey, Gerald B.",Northern District of Ohio,1980-08-28 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Lowry, Peter M.",Western District of Texas,1980-08-28 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Nickerson, Eugene H.",Second Circuit,1980-08-28 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Roberts, David G.",District of Maine,1980-08-28 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Bua, Nicholas J.",Seventh Circuit,1980-09-10 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Glasser, Israel L.",Eastern District of New York,1980-09-17 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Nimmons, Ralph W., Jr.",Middle District of Florida,1980-09-17 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",96th,1979,1980,"Weinberg, Philip",Eastern District of New York,1980-09-17 00:00:00,False,no Senate vote
"Jimmy Carter (1977-1981)
",97th,1981,1983,"Heen, Walter M. (2)",District of Hawaii,1981-01-08 00:00:00,False,"withdrawn by president January 21, 1981"
"Ronald Reagan (1981-1989)
",97th,1981,1982,"Unger, Sherman E.",Federal Circuit,1982-12-15 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",97th,1981,1982,"Vukasin, John P., Jr. (1)",Northern District of California,1982-12-17 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Vukasin, John P., Jr. (1)",Northern District of California,1983-01-31 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Unger, Sherman E.",Federal Circuit,1983-04-21 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Starr, Kenneth W. (1)",District of Columbia Circuit,1983-07-13 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Galane, Morton R.",District of Nevada,1983-07-21 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Keenan, John F. (1)",Southern District of New York,1983-07-21 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Galane, Morton R.",District of Nevada,1983-09-13 00:00:00,False,"withdrawn by president October 18, 1983"
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Unger, Sherman E.",Federal Circuit,1983-09-13 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Hargrove, John R., Sr. (1)",District of Maryland,1983-11-10 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Wilkinson, J. Harvie III (1)",Fourth Circuit,1983-11-10 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Sporkin, Stanley (1)",District of the District of Columbia,1984-06-28 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Aquilino, Thomas J., Jr. (1)",Court of International Trade,1984-08-01 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Bator, Paul M.",District of Columbia Circuit,1984-08-01 00:00:00,False,"withdrawn by president September 6, 1984"
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Easterbrook, Frank H. (1)",Seventh Circuit,1984-08-01 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Holderman, James F., Jr. (1)",Northern District of Illinois,1984-09-06 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Cobb, Howell",Eastern District of Texas,1984-09-10 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Edgar, R. Allan (1)",Eastern District of Tennessee,1984-09-11 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"La Plata, George (1)",Eastern District of Michigan,1984-09-11 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Meredith, Ronald E. (1)",Western District of Kentucky,1984-09-11 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Young, William G. (1)",District of Massachusetts,1984-09-11 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Jones, Edith H. (1)",Fifth Circuit,1984-09-17 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Rodriguez, Joseph H. (1)",District of New Jersey,1984-09-17 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Weber, Herman J. (1)",Southern District of Ohio,1984-09-17 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Batchelder, Alice M. (1)",Northern District of Ohio,1984-10-05 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Brunetti, Melvin T. (1)",Ninth Circuit,1984-10-05 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Walter, Donald E. (1)",Western District of Louisiana,1984-10-05 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Williams, Ann C. (1)",Northern District of Illinois,1984-10-05 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",98th,1983,1984,"Wolf, Mark L. (1)",District of Massachusetts,1984-10-05 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Moon, Albert I., Jr.",District of Hawaii,1985-10-16 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Sessions, Jefferson B. III",Southern District of Alabama,1985-10-23 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Fitzwater, Sidney A. (1)",Northern District of Texas,1985-10-29 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"McAvoy, Thomas J. (1)",Northern District of New York,1985-10-29 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Bryan, Robert J. (1)",Western District of Washington,1985-12-04 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Cedarbaum, Miriam G. (1)",Southern District of New York,1985-12-04 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Gex, Walter J. III (1)",Southern District of Mississippi,1985-12-04 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Hansen, David R. (1)",Northern District of Iowa,1985-12-04 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Boggs, Danny J. (1)",Sixth Circuit,1985-12-09 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Sessions, Jefferson B. III",Southern District of Alabama,1986-01-29 00:00:00,False,"withdrawn by president July 31, 1986"
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Porter, James K.",Eastern District of Tennessee,1986-07-30 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Dwyer, William L. (1)",Western District of Washington,1986-09-26 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",99th,1985,1986,"Raggi, Reena (1)",Eastern District of New York,1986-10-03 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Siegan, Bernard H.",Ninth Circuit,1987-02-02 00:00:00,False,"withdrawn by president September 16, 1988"
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Miller, Robert N.",District of Colorado,1987-02-05 00:00:00,False,"withdrawn by president February 2, 1988"
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Liebeler, Susan W.",Federal Circuit,1987-03-23 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Bork, Robert H.",Supreme Court,1987-07-07 00:00:00,False,"rejected by Senate October 23, 1987"
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Treen, David C.",Fifth Circuit,1987-07-22 00:00:00,False,"withdrawn by president May 10, 1988"
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Summit, Stuart A.",Second Circuit,1987-09-23 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Roberto, Robert, Jr.",Eastern District of New York,1987-11-24 00:00:00,False,"withdrawn by president July 26, 1988"
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Schmutzer, Alfred C., Jr.",Eastern District of Tennessee,1987-12-18 00:00:00,False,"withdrawn by president March 28, 1988"
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Walker, Vaughn R. (1)",Northern District of California,1987-12-18 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Levitt, Howard E.",Eastern District of New York,1987-12-22 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Abram, Donald E.",District of Colorado,1988-02-19 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Mason, Shannon T., Jr.",Eastern District of Virginia,1988-02-22 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"McGregor, James R.",Western District of Pennsylvania,1988-03-14 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Erickson, William H.",District of Colorado,1988-03-23 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Hope, Judith R.",District of Columbia Circuit,1988-04-14 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Rymer, Pamela A. (1)",Ninth Circuit,1988-04-26 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Bonner, Robert C. (1)",Central District of California,1988-06-15 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Harmon, Melinda (1)",Southern District of Texas,1988-06-23 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Wiener, Jacques L., Jr.",Fifth Circuit,1988-06-27 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Garbis, Marvin J. (1)",District of Maryland,1988-07-06 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Hurlbutt, Guy G.",Ninth Circuit,1988-08-11 00:00:00,False,no Senate vote
"Ronald Reagan (1981-1989)
",100th,1987,1988,"Fernandez, Ferdinand F. (1)",Ninth Circuit,1988-09-16 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",101st,1989,1990,"Walker, Vaughn R. (1)",Northern District of California,1989-02-28 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",101st,1989,1990,"Ryskamp, Kenneth L.",Eleventh Circuit,1990-04-26 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",101st,1989,1990,"Wanger, Oliver W. (1)",Eastern District of California,1990-09-21 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",101st,1989,1990,"McGregor, James R.",Western District of Pennsylvania,1990-10-15 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"McGregor, James R.",Western District of Pennsylvania,1991-01-08 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Ryskamp, Kenneth L.",Eleventh Circuit,1991-01-08 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Kavanagh, Edmund A.M.",Northern District of New York,1991-07-25 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Sholts, Thomas E.",Southern District of Florida,1991-07-26 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Waldman, Jay C.",Third Circuit,1991-07-26 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Van Antwerpen, Franklin S.",Third Circuit,1991-09-11 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"BeVier, Lillian R.",Fourth Circuit,1991-10-22 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Boyle, Terrence W.",Fourth Circuit,1991-10-22 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Hendren, Jimm L.",Eastern District of Arkansas,1991-10-24 00:00:00,False,"withdrawn by president November 5, 1991"
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"O'Rourke, Andrew P.",Southern District of New York,1991-11-12 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Graham, Tony M.",Northern District of Oklahoma,1991-11-14 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Keating, Francis A. II",Tenth Circuit,1991-11-14 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Bea, Carlos T.",Northern District of California,1991-11-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Franklin, James B.",Southern District of Georgia,1991-11-26 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Trager, David G. (1)",Eastern District of New York,1991-11-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Carr, Kenneth R.",Western District of Texas,1992-01-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Fitzwater, Sidney A.",Fifth Circuit,1992-01-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Jackson, James W.",Northern District of Ohio,1992-01-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Roberts, John G., Jr.",District of Columbia Circuit,1992-01-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Smietanka, John A.",Sixth Circuit,1992-01-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Smith, Terral R.",Western District of Texas,1992-01-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Moreno, Federico A.",Eleventh Circuit,1992-03-10 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Anderson, Percy",Central District of California,1992-03-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Davis, Lawrence O.",Eastern District of Missouri,1992-03-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Hanen, Andrew S.",Southern District of Texas,1992-03-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Lloyd, Russell T.",Southern District of Texas,1992-03-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Shechtman, Paul L.",Southern District of New York,1992-03-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Walter, John F.",Central District of California,1992-03-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Wilson, Justin P.",Sixth Circuit,1992-03-20 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Voigts, Gene E.",Western District of Missouri,1992-03-24 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Quintana, Manuel H.",Southern District of New York,1992-03-26 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Banks, Charles A.",Eastern District of Arkansas,1992-04-01 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Hunter, Robert D.",Northern District of Alabama,1992-04-02 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Mahoney, Maureen E.",Eastern District of Virginia,1992-04-02 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Mitchell, James S.",District of Nebraska,1992-04-07 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Leighton, Ronald B.",Western District of Washington,1992-04-30 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"McIntyre, James A.",Southern District of California,1992-06-02 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Quarles, William D., Jr.",District of Maryland,1992-06-02 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Davis, Leonard E.",Eastern District of Texas,1992-06-03 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Drushal, J. Douglas",Northern District of Ohio,1992-06-03 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Hagy, C. Christopher",Northern District of Georgia,1992-06-03 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Leonatti, Louis J.",Eastern District of Missouri,1992-06-03 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Armentrout, Katharine J.",District of Maryland,1992-06-23 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"McMonagle, James J.",Northern District of Ohio,1992-06-23 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Casey, Richard C.",Southern District of New York,1992-07-02 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Hicks, Larry R.",District of Nevada,1992-07-02 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Campbell, R. Edgar",Middle District of Georgia,1992-07-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Seybert, Joanna (1)",Eastern District of New York,1992-07-27 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Kostelka, Robert W.",Western District of Louisiana,1992-08-07 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Dorr, Richard E.",Western District of Missouri,1992-09-09 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Payne, James H.","Eastern, Northern and Western Districts of Oklahoma",1992-09-17 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Prince, Walter B.",District of Massachusetts,1992-09-17 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"O'Toole, George A., Jr.",District of Massachusetts,1992-09-24 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Dimitrouleas, William P.",Southern District of Florida,1992-10-02 00:00:00,False,no Senate vote
"George H.W. Bush (1989-1993)
",102nd,1991,1992,"Saad, Henry W.",Eastern District of Michigan,1992-10-02 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Klein, Theodore",Southern District of Florida,1993-10-29 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Paz, R. Samuel",Central District of California,1994-03-24 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Dennis, James L. (1)",Fifth Circuit,1994-06-08 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"McConnell, Judith D.",Southern District of California,1994-08-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Tait, John R.",District of Idaho,1994-08-25 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Chesney, Maxine M. (1)",Northern District of California,1994-09-14 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Moore, Karen N. (1)",Sixth Circuit,1994-09-14 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Stein, Sidney H. (1)",Southern District of New York,1994-09-14 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Lynch, Sandra L. (1)",First Circuit,1994-09-19 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Snodgrass, John D.",Northern District of Alabama,1994-09-22 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Toole, Patrick J., Jr.",Middle District of Pennsylvania,1994-09-23 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Folsom, David (1)",Eastern District of Texas,1994-10-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Heartfield, Thad (1)",Eastern District of Texas,1994-10-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",103rd,1993,1994,"Thornburg, Lacy (1)",Western District of North Carolina,1994-10-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Snodgrass, John D.",Northern District of Alabama,1995-01-11 00:00:00,False,"withdrawn by president September 5, 1995"
"William J. Clinton (1993-2001)
",104th,1995,1996,"Whitfield, Wenona Y.",Southern District of Illinois,1995-03-23 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Shurin, Leland M.",Western District of Missouri,1995-04-04 00:00:00,False,"withdrawn by president September 5, 1995"
"William J. Clinton (1993-2001)
",104th,1995,1996,"Fletcher, William A. (1)",Ninth Circuit,1995-04-25 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Bingler, John H., Jr.",Western District of Pennsylvania,1995-07-21 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Greer, Bruce W.",Southern District of Florida,1995-08-01 00:00:00,False,"withdrawn by president May 13, 1996"
"William J. Clinton (1993-2001)
",104th,1995,1996,"Tagle, Hilda G. (1)",Southern District of Texas,1995-08-10 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Garland, Merrick B. (1)",District of Columbia Circuit,1995-09-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Sundram, Clarence J.",Northern District of New York,1995-09-29 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Myerscough, Sue E.",Central District of Illinois,1995-10-11 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Stack, Charles R.",Eleventh Circuit,1995-10-27 00:00:00,False,"withdrawn by president May 13, 1996"
"William J. Clinton (1993-2001)
",104th,1995,1996,"Aiken, Ann L. (1)",District of Oregon,1995-11-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Hochberg, Faith S.",District of New Jersey,1995-11-27 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Wattley, Cheryl B.",Northern District of Texas,1995-12-12 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Schattman, Michael D.",Northern District of Texas,1995-12-19 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Mollway, Susan O. (1)",District of Hawaii,1995-12-21 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Beaty, James A., Jr.",Fourth Circuit,1995-12-22 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Leonard, J. Rich",Fourth Circuit,1995-12-22 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Paez, Richard A. (1)",Ninth Circuit,1996-01-25 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Rodriguez Rodriguez, Anabelle",District of Puerto Rico,1996-01-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Bataillon, Joseph F. (1)",District of Nebraska,1996-03-06 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Clay, Eric L. (1)",Sixth Circuit,1996-03-06 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Kollar-Kotelly, Colleen (1)",District of the District of Columbia,1996-03-29 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"McKeown, M. Margaret (1)",Ninth Circuit,1996-03-29 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Gajarsa, Arthur (1)",Federal Circuit,1996-04-18 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Lazzara, Richard A. (1)",Middle District of Florida,1996-05-09 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Morrow, Margaret M. (1)",Central District of California,1996-05-09 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Snyder, Christina A. (1)",Central District of California,1996-05-15 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Thrash, Thomas W., Jr. (1)",Northern District of Georgia,1996-05-15 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Miller, Jeffrey T. (1)",Southern District of California,1996-07-19 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Pratt, Robert W. (1)",Southern District of Iowa,1996-08-02 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",104th,1995,1996,"Middlebrooks, Donald M. (1)",Southern District of Florida,1996-09-05 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Beaty, James A., Jr.",Fourth Circuit,1997-01-07 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Paez, Richard A. (1)",Ninth Circuit,1997-01-07 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Sundram, Clarence J.",Northern District of New York,1997-01-07 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"White, Helene N.",Sixth Circuit,1997-01-07 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Lasry, Lynn R.",Southern District of California,1997-02-12 00:00:00,False,"withdrawn by president February 12, 1998"
"William J. Clinton (1993-2001)
",105th,1997,1998,"Rodriguez Rodriguez, Anabelle",District of Puerto Rico,1997-03-21 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Schattman, Michael D.",Northern District of Texas,1997-03-21 00:00:00,False,"withdrawn by president July 31, 1998"
"William J. Clinton (1993-2001)
",105th,1997,1998,"White, Ronnie L.",Eastern District of Missouri,1997-06-26 00:00:00,False,no Senate vote
"William J. Clinton (1993-2001)
",105th,1997,1998,"Ware, James S.",Ninth Circuit,1997-06-27 00:00:00,False,"withdrawn by president November 7, 1997"
